"Day","Landing page path","Landing page type","Landing page URL","Sessions","Bounce rate","Average session duration","Pageviews","Pageviews per session","Reached checkout rate","Online store visitors"
"2024-10-10","/","Homepage","https://lonelyfloater.com/",2,1,0,2,1,0,2
"2024-10-10","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOoodmzW_DvUn-UKk6x3TlG58j9fzQ4l3M9xNG6zLEn-i65jNAQs9",1,1,0,1,1,0,1
"2024-10-11","/policies/terms-of-service",,"https://lonelyfloater.com/policies/terms-of-service",1,1,0,1,1,0,1
"2024-10-11","/collections/shop-all/products/introvert-backpack","Product","https://lonelyfloater.com/collections/shop-all/products/introvert-backpack?srsltid=AfmBOoqoUDspPIOAU5vArzLr1P6pAEasqnoVw5g3h6NU4-e0cEIHAwsN",1,1,0,1,1,0,1
"2024-10-11","/products/bolo-clarke-five-panel-cap","Product","https://lonelyfloater.com/products/bolo-clarke-five-panel-cap?variant=5596424470559&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOooicXPg7Jex3DveNdvPJVevWOhzoMZIRZ00jM8IIasEIpW-KqOSu_I",1,1,0,1,1,0,1
"2024-10-11","/pages/contact-us","Custom Page","https://lonelyfloater.com/pages/contact-us",1,1,0,1,1,0,1
"2024-10-11","/collections/all/products/short-sleeve-unisex-t-shirt-11","Product","https://lonelyfloater.com/collections/all/products/short-sleeve-unisex-t-shirt-11",1,1,2,1,1,0,1
"2024-10-11","/","Homepage","https://lonelyfloater.com/",2,0.5,27,9,4.5,0,2
"2024-10-11","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOooL05L4fRpX--14CfU0TpFpIXeF3NK9bXOvtdQIjlOvV2qwl9RC",1,1,0,1,1,0,1
"2024-10-11","/pages/terms-of-service","Custom Page","https://lonelyfloater.com/pages/terms-of-service",1,1,0,1,1,0,1
"2024-10-12","/policies/refund-policy",,"https://lonelyfloater.com/policies/refund-policy",1,1,0,1,1,0,1
"2024-10-12","/collections/all","Collection","https://lonelyfloater.com/collections/all?page=1",1,0,100,2,2,0,1
"2024-10-12","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOoqTH4_5N_kMzGMMK9tzi2qwIzcMlR9zccZGe3JnbehrbRiOcMfO",1,1,0,1,1,0,1
"2024-10-12","/products/lfxnyc-organic-ribbed-beanie","Product","https://lonelyfloater.com/products/lfxnyc-organic-ribbed-beanie",1,1,0,1,1,0,1
"2024-10-12","/checkouts/cn/Z2NwLXVzLWNlbnRyYWwxOjAxSkExMUtIS1dNOVJHUEVSU043UUhKNzNN","Checkout","https://lonelyfloater.com/checkouts/cn/Z2NwLXVzLWNlbnRyYWwxOjAxSkExMUtIS1dNOVJHUEVSU043UUhKNzNN",1,0,0,1,1,1,1
"2024-10-12","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOormWOoxjXtQjtPOdgI-eP6VWAmzq-wDhVyd3unaTCo_KEyhyq8Q",1,1,0,1,1,0,1
"2024-10-12","/products/vision-quest-hoodie","Product","https://lonelyfloater.com/products/vision-quest-hoodie",1,1,0,1,1,0,1
"2024-10-12","/products/skeye","Product","https://lonelyfloater.com/products/skeye",1,1,0,1,1,0,1
"2024-10-12","/products/im-offended-dad-hat","Product","https://lonelyfloater.com/products/im-offended-dad-hat?srsltid=AfmBOoqSFOZdMCzi1NFN_SdGzMp-WHmtihkjI1mOGA9748gQh7yR6zxJ",1,1,0,1,1,0,1
"2024-10-12","/","Homepage","https://lonelyfloater.com/",2,1,0,2,1,0,2
"2024-10-13","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOor858HhP941P2rGbHYinYwaIQ3bda6DPpdLsoGTzlMoF203WLdb",1,1,0,1,1,0,1
"2024-10-13","/search","Search","https://lonelyfloater.com/search",1,0,13,10,10,0,1
"2024-10-13","/products/wavy-lfxnyc-knit-beanie","Product","https://lonelyfloater.com/products/wavy-lfxnyc-knit-beanie?variant=29291003543655",1,1,0,1,1,0,1
"2024-10-13","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOopbtzgDClWbaDQqyEF12I89vbnwrtQVqZSmLvizJw-7bob6XHf2",1,1,0,1,1,0,1
"2024-10-13","/","Homepage","https://lonelyfloater.com/",3,0.6666666666666666,211,31,10.333333333333334,0.3333333333333333,3
"2024-10-13","/collections/all/products/short-sleeve-unisex-t-shirt-11","Product","https://lonelyfloater.com/collections/all/products/short-sleeve-unisex-t-shirt-11",1,1,0,1,1,0,1
"2024-10-14","/products/wavy-lfxnyc-knit-beanie","Product","https://lonelyfloater.com/products/wavy-lfxnyc-knit-beanie?variant=29291003543655",1,1,0,1,1,0,1
"2024-10-14","/collections/all/products/boxing-mma-hand-wraps","Product","https://lonelyfloater.com/collections/all/products/boxing-mma-hand-wraps",1,1,0,1,1,0,1
"2024-10-14","/products/mr-smiley-long-sleeve-1","Product","https://lonelyfloater.com/products/mr-smiley-long-sleeve-1?srsltid=AfmBOoooVJrXQTY4ePO3tE3gVf8EsYihLtU8V2yxIN85Hx9XXmSWBEJo",1,1,0,1,1,0,1
"2024-10-14","/pages/talent","Custom Page","https://lonelyfloater.com/pages/talent",1,1,0,1,1,0,1
"2024-10-14","/collections/all/products/short-sleeve-unisex-t-shirt-11","Product","https://lonelyfloater.com/collections/all/products/short-sleeve-unisex-t-shirt-11",1,1,0,1,1,0,1
"2024-10-14","/products/mkga","Product","https://lonelyfloater.com/products/mkga",1,1,0,1,1,0,1
"2024-10-14","/pages/interviews","Custom Page","https://lonelyfloater.com/pages/interviews",1,1,0,1,1,0,1
"2024-10-14","/collections/mens/products/camo-floater-raglan-tee","Product","https://lonelyfloater.com/collections/mens/products/camo-floater-raglan-tee?variant=35506144131",1,1,0,1,1,0,1
"2024-10-15","/products/im-offended-dad-hat","Product","https://lonelyfloater.com/products/im-offended-dad-hat",1,1,0,1,1,0,1
"2024-10-15","/","Homepage","https://lonelyfloater.com/",3,1,0,3,1,0,3
"2024-10-15","/products/wavy-baby-short-sleeve-unisex-t-shirt","Product","https://lonelyfloater.com/products/wavy-baby-short-sleeve-unisex-t-shirt?srsltid=AfmBOopXwESwb9esMcRpqAhxt1YdDgi0rslbH_6rLTYPgK88anoczwcM",1,1,0,1,1,0,1
"2024-10-15","/products/lonely-floater-lunar-return-dad-hat","Product","https://lonelyfloater.com/products/lonely-floater-lunar-return-dad-hat",2,1,0,2,1,0,1
"2024-10-15","/collections/mens/products/camo-floater-raglan-tee","Product","https://lonelyfloater.com/collections/mens/products/camo-floater-raglan-tee?variant=35506144131",1,1,0,1,1,0,1
"2024-10-15","/products/wavy-lfxnyc-knit-beanie","Product","https://lonelyfloater.com/products/wavy-lfxnyc-knit-beanie?variant=29291003543655",1,1,0,1,1,0,1
"2024-10-15","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOoo1skiv2aBfas9wQicuyRcOG8Hmkp3j1tJdIXsinbkznRrftXQA",1,1,0,1,1,0,1
"2024-10-15","/products/lonely-floater-lunar-return-dad-hat","Product","https://lonelyfloater.com/products/lonely-floater-lunar-return-dad-hat?variant=39900629467239",1,1,0,1,1,0,1
"2024-10-15","/checkouts/cn/Z2NwLXVzLWNlbnRyYWwxOjAxSkE4NlIwU0NSTVcxODZCOTFISk5KUVhI","Checkout","https://lonelyfloater.com/checkouts/cn/Z2NwLXVzLWNlbnRyYWwxOjAxSkE4NlIwU0NSTVcxODZCOTFISk5KUVhI",1,0,0,1,1,1,1
"2024-10-15","/collections/shop-all","Collection","https://lonelyfloater.com/collections/shop-all?page=2",1,1,0,1,1,0,1
"2024-10-15","/collections/all/products/short-sleeve-unisex-t-shirt-11","Product","https://lonelyfloater.com/collections/all/products/short-sleeve-unisex-t-shirt-11",1,1,0,1,1,0,1
"2024-10-16","/products/still-humvn-jersey","Product","https://lonelyfloater.com/products/still-humvn-jersey?variant=35506057283&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoqsoHpsTQIcw1SdSCqzy2CRAJWTFpLQ15C6tPH1ZIPKH1VLfc2KTcU&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e",1,1,0,1,1,0,1
"2024-10-16","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOooIrNYa5BVqITdLYTDnvMpa7nRmGxfiSAOcUYfb_QWOoqJz8i-f",1,1,0,1,1,0,1
"2024-10-16","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOor82OKn_Uj74ea5Vumg6dNQyH9j3AeN_K5v9jfXvd0iLEOdQbI8",1,1,0,1,1,0,1
"2024-10-16","/","Homepage","https://lonelyfloater.com/",4,0.5,67.25,10,2.5,0,4
"2024-10-16","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOoq6IFz9oj_l3mGYcKgIVKPDrPXB9rU92BDETO95cqIK_xrY0Esr",1,1,0,1,1,0,1
"2024-10-17","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOoozGCF0oWmwMjXLcPzyX3Hr1fn6YgBYpVzw3jqVIRFP9iI0i42p",1,1,0,1,1,0,1
"2024-10-17","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOooEgeUj5I-SZWkLmi8dMzziVBumFIITojp78fwKIlnA2SlWa2aX",1,1,0,1,1,0,1
"2024-10-17","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOopRCUVnpBXRQjxv9RRt_U-y2ACXhRm8w7_xML5Mw3XX4bcSAkR1",1,1,0,1,1,0,1
"2024-10-17","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOorjIJULJGo8WJzq20zH82ke-7fDX89kE5Kjis_n3T40FhSS3dZq",1,1,0,1,1,0,1
"2024-10-17","/collections/all/products/short-sleeve-unisex-t-shirt-11","Product","https://lonelyfloater.com/collections/all/products/short-sleeve-unisex-t-shirt-11",1,1,0,1,1,0,1
"2024-10-17","/pages/travis","Custom Page","https://lonelyfloater.com/pages/travis?srsltid=AfmBOopuuk7kgcBs_4OHRjg5XkjhGrKI_fxZgOBkfYnZuDhCaQqnzbQp",1,1,0,1,1,0,1
"2024-10-17","/","Homepage","https://lonelyfloater.com/",6,0.8333333333333334,17.166666666666668,7,1.1666666666666667,0,5
"2024-10-18","/checkouts/cn/Z2NwLXVzLWNlbnRyYWwxOjAxSkFIRDY5VzE5TThYNEpER0RTQUczN0dD","Checkout","https://lonelyfloater.com/checkouts/cn/Z2NwLXVzLWNlbnRyYWwxOjAxSkFIRDY5VzE5TThYNEpER0RTQUczN0dD",1,0,0,1,1,1,1
"2024-10-18","/","Homepage","https://lonelyfloater.com/",4,1,0,4,1,0,4
"2024-10-18","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals",1,1,0,1,1,0,1
"2024-10-18","/products/mkga-make-kanye-great-again-snapback","Product","https://lonelyfloater.com/products/mkga-make-kanye-great-again-snapback?variant=8312683823207&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoqv8OCoYQ-4l83VudxBUygDbCn6vJ57KwnGXQcpYobF3RYw_n2P5vc",1,0,691,1,1,0,1
"2024-10-18","/collections/all/products/short-sleeve-unisex-t-shirt-11","Product","https://lonelyfloater.com/collections/all/products/short-sleeve-unisex-t-shirt-11",1,1,0,1,1,0,1
"2024-10-19","/products/boxing-mma-hand-wraps","Product","https://lonelyfloater.com/products/boxing-mma-hand-wraps?variant=32880268771431&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoreeKoWVZf7Itjxw5d7zEWJxhib_g5fkrjCPdpOiJQghw7-6bHXD30&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e",1,1,0,1,1,0,1
"2024-10-19","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOooOlsymB2tv1NA6XajPHMQxtRA2nVUSeyioN4ajexsPNOY_irRI",1,1,0,1,1,0,1
"2024-10-19","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOorAjroV_RG3FRYcxt3YQtwynwqXs4uM3UDRzQP8waHpAMIwZ07q",1,1,0,1,1,0,1
"2024-10-19","/","Homepage","https://lonelyfloater.com/",2,0.5,8.5,4,2,0,2
"2024-10-19","/collections/all/products/short-sleeve-unisex-t-shirt-11","Product","https://lonelyfloater.com/collections/all/products/short-sleeve-unisex-t-shirt-11",1,1,0,1,1,0,1
"2024-10-19","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOopyxwifOK9HPzQPmael-CzzMj9DKVIny62gkp1EFf0P9LUruJrk",1,1,0,1,1,0,1
"2024-10-19","/products/limited-edition-skate-tee-long-sleeve-tee","Product","https://lonelyfloater.com/products/limited-edition-skate-tee-long-sleeve-tee?srsltid=AfmBOoqlcrlM9Qlrt8UFqkIV4j7_ewpgjhDG63Fi3Uu0ClcTBOkTDMgL",1,0,16,3,3,0,1
"2024-10-20","/products/lonely-visor","Product","https://lonelyfloater.com/products/lonely-visor?variant=8228537466983&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOor8R7o0TSCFIsQWumrVuq2CR_hPnE-NJcEbXT97Q4rIWYtk1IRiIE0&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e",1,1,0,1,1,0,1
"2024-10-20","/collections/all/products/short-sleeve-unisex-t-shirt-11","Product","https://lonelyfloater.com/collections/all/products/short-sleeve-unisex-t-shirt-11",1,1,0,1,1,0,1
"2024-10-20","/","Homepage","https://lonelyfloater.com/",2,1,0,2,1,0,2
"2024-10-20","/products/im-offended-dad-hat","Product","https://lonelyfloater.com/products/im-offended-dad-hat?variant=8176919543911&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOooOKdvdXe5FB41WXGNRP69YwOgEwPvIx1XyBqUZALMhjrkJJebAyYU",2,1,0,2,1,0,1
"2024-10-20","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOoqDeWz-kYo-M9iq5fXW4qAtakwzvjFWuei2BELg91nNXc5NQMqH",1,1,0,1,1,0,1
"2024-10-20","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOoqDVd79W7BBTF0CmZUGvMyx0ejk-1ujlzNo0r2ysKkPohpwNMZp",1,1,0,1,1,0,1
"2024-10-21","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOoq_ib5boh2cOlB2hhU8qfS5mI8FHd1sQ6aBUZhPWUvCFIE35Obp",1,1,0,1,1,0,1
"2024-10-21","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOorSlWy1J7QF0-Me_1Iko2H7LowleH7oJdsGDV6bsHUXnLk8rpEr",1,1,0,1,1,0,1
"2024-10-21","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOor4drU2uXAc30IX0BuCcyI9trx_CeSM44GMGDvF7_E_OmuWIZDP",1,1,0,1,1,0,1
"2024-10-21","/","Homepage","https://lonelyfloater.com/",2,0.5,0,3,1.5,0,2
"2024-10-22","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOooGY5Uawgr0dijdAsvVl6MfsJBAd8UHzhkX6Od9sA_xSwG3PRW5",1,1,0,1,1,0,1
"2024-10-22","/collections/all/products/short-sleeve-unisex-t-shirt-11","Product","https://lonelyfloater.com/collections/all/products/short-sleeve-unisex-t-shirt-11",1,1,0,1,1,0,1
"2024-10-22","/","Homepage","https://lonelyfloater.com/",3,0.3333333333333333,44.666666666666664,8,2.6666666666666665,0,3
"2024-10-22","/","Homepage","https://lonelyfloater.com/?srsltid=AfmBOorZSbpdU0gyqiNGxj9yAor3_rgzqzNvVPU2exreG61o4oVp4ntu",1,0,109,3,3,0,1
"2024-10-22","/pages/concrete","Custom Page","https://lonelyfloater.com/pages/concrete?srsltid=AfmBOoo-GoSVzlh6vP2IXnJHvr72M1V1jH1pszr4-TYDuwKTYm4f2djF",1,1,0,1,1,0,1
"2024-10-22","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOooAC5-42pG0-TQryoguc0YeH2zStSzjlNmxkVzaqhDjFz6HnFCU",1,1,0,1,1,0,1
"2024-10-23","/pages/contact-us","Custom Page","https://lonelyfloater.com/pages/contact-us",1,1,0,1,1,0,1
"2024-10-23","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOoq3bktwsTuEuqoqeCEd-NqI-JA_63rp724ljoSy6Ddeo9w7MLAA",1,1,0,1,1,0,1
"2024-10-23","/pages/privacy-policy","Custom Page","https://lonelyfloater.com/pages/privacy-policy",1,1,0,1,1,0,1
"2024-10-23","/pages/about-us","Custom Page","https://lonelyfloater.com/pages/about-us",1,1,0,1,1,0,1
"2024-10-23","/","Homepage","https://lonelyfloater.com/?fbclid=IwZXh0bgNhZW0CMTEAAR1axm-PGDhPCnbcITUQC8T7ydklC5hLLchWeG2fAF0fPGDncOSAxxx13Eo_aem_FU1OVnPLL5TygjJtSJB61g",1,1,0,1,1,0,1
"2024-10-23","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOoqO5mPAJFIrHfatCjwZ9Hx7lDYt3rF6_CZF2xKckI3FnUUlvE-0",1,1,0,1,1,0,1
"2024-10-23","/pages/tree","Custom Page","https://lonelyfloater.com/pages/tree",1,0,130,6,6,0,1
"2024-10-23","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOop9qO0o2umqLdxlRK-3ZneFyFk54zUW7rj7d57HwvDIAJ_bIH1h",1,1,0,1,1,0,1
"2024-10-23","/","Homepage","https://lonelyfloater.com/?fbclid=IwZXh0bgNhZW0CMTEAAR04HSyNioQXEuZ3_Ms9Sc64mhH8T9bUMoVhXKB4BEUZewOdw06weOxatZ0_aem_t84M9AdzQJcBsJ4GWuEVXg",1,1,0,1,1,0,1
"2024-10-23","/","Homepage","https://lonelyfloater.com/?fbclid=IwZXh0bgNhZW0CMTEAAR2gVPDlc9_zH4gDwVNafNoydkO8VtGLI6KnmC5JwOblr4UvRVQglpyRFfg_aem_D-EjQRMDar7woBDif7J1fQ",1,1,0,1,1,0,1
"2024-10-23","/","Homepage","https://lonelyfloater.com/?fbclid=IwZXh0bgNhZW0CMTEAAR2VYBauoDtis3lho12HgSpNLjvgzuMoKuq5e89EzLMaX65kpd9H6yg1HSY_aem_cG082DC_yrj3HsQ9zcmX5Q",1,1,0,1,1,0,1
"2024-10-23","/","Homepage","https://lonelyfloater.com/",5,1,0,5,1,0,5
"2024-10-23","/collections/all/products/short-sleeve-unisex-t-shirt-11","Product","https://lonelyfloater.com/collections/all/products/short-sleeve-unisex-t-shirt-11",1,1,5,1,1,0,1
"2024-10-23","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOooetqJAxs8aSy1U4wku7I1UEHOzzneJ4NFHr4gF0r3SbV1HOTA_",1,1,0,1,1,0,1
"2024-10-24","/","Homepage","https://lonelyfloater.com/",5,0.8,6.6,6,1.2,0,5
"2024-10-24","/products/womens-ego-death-blk","Product","https://lonelyfloater.com/products/womens-ego-death-blk?srsltid=AfmBOopvyhvS47YjWPsDpSyeUhYeACMAXDN7vCJ055wJDjxD8pZ-08kf",1,1,0,1,1,0,1
"2024-10-24","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals",1,1,0,1,1,0,1
"2024-10-24","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOopCC7lgGwmP5kAWeD8XJqB1ZRKoQRMR5o1hgk0C5a29T1jxzD4U",1,1,0,1,1,0,1
"2024-10-24","/collections/all/products/short-sleeve-unisex-t-shirt-11","Product","https://lonelyfloater.com/collections/all/products/short-sleeve-unisex-t-shirt-11",1,1,0,1,1,0,1
"2024-10-25","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOopqyuqqgzNMwx9qm689ShO7FyCK0jYg_OA9g0HgTehUbXTy2G8M",1,1,0,1,1,0,1
"2024-10-25","/pages/tree","Custom Page","https://lonelyfloater.com/pages/tree",2,1,0,2,1,0,1
"2024-10-25","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOoo18ruKH5YXLto1voOjAw5lSeeweY8ytd9-gXhoea8Do76vLZMv",1,1,0,1,1,0,1
"2024-10-25","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOoomq0881jzMUOcSkHHJh9jveXfRaVv-oPrpSgvPVWJAxSXn6Gw8",1,1,0,1,1,0,1
"2024-10-25","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOopWwWhr1jAPabAOHr1to4tn6KtZDOvlQL4tRernVgSPqY27yEfF",1,1,0,1,1,0,1
"2024-10-25","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOoqKKODqH8hlNGSGGcqT6b_ytO6woZhOmK4QZf-XKYcQq2H8vFEq",1,1,0,1,1,0,1
"2024-10-25","/collections/all/products/short-sleeve-unisex-t-shirt-11","Product","https://lonelyfloater.com/collections/all/products/short-sleeve-unisex-t-shirt-11",1,1,0,1,1,0,1
"2024-10-25","/","Homepage","https://lonelyfloater.com/",2,0.5,55.5,3,1.5,0,2
"2024-10-25","/checkouts/cn/c1-9f72a131634aebf50983353b99da04d6","Checkout","https://lonelyfloater.com/checkouts/cn/c1-9f72a131634aebf50983353b99da04d6",1,0,0,1,1,1,1
"2024-10-26","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOorFo6Bt_arFqE9FUCMLenXCh8Qbw1V9pY1QCIk1cCsyhJa8abOF",1,1,0,1,1,0,1
"2024-10-26","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOopgO3ErKGlqyUHYsP3HrNg4ulRnYehH8BMDb2q0aiGo8BczSQvk",1,1,0,1,1,0,1
"2024-10-26","/products/lfxnyc-denim-t-shirt","Product","https://lonelyfloater.com/products/lfxnyc-denim-t-shirt",1,1,0,1,1,0,1
"2024-10-26","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOooosXsZpPnRMqbpRGe1FozuvKqSlV98Ey_jOVbdxOBhMyWL0RuT",1,1,0,1,1,0,1
"2024-10-26","/collections/all/products/short-sleeve-unisex-t-shirt-11","Product","https://lonelyfloater.com/collections/all/products/short-sleeve-unisex-t-shirt-11",1,1,0,1,1,0,1
"2024-10-27","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOop21R5Ow8h9VRRjAJYx4EaNw91tckQx5ssBH3mQuQcnajhOHZx4",1,1,0,1,1,0,1
"2024-10-27","/collections/lunar-return","Collection","https://lonelyfloater.com/collections/lunar-return",1,1,0,1,1,0,1
"2024-10-27","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOorycWSsQVjMDbVn7wtaza_g54C7XJJrBPclZUIKjVXlFalIVI74",1,1,0,1,1,0,1
"2024-10-27","/","Homepage","https://lonelyfloater.com/",4,1,0,4,1,0,4
"2024-10-27","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOoodLvpcUtTA8kH8JGI5hbBq545cwmBB5h71YD7E-AXzk44A8XA5",1,1,0,1,1,0,1
"2024-10-27","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOopyxgFe5jw8qTxPk3m1oMMXisbDYp8n0rrQxs7zjoc6A7syTloi",1,1,0,1,1,0,1
"2024-10-27","/collections/all/products/short-sleeve-unisex-t-shirt-11","Product","https://lonelyfloater.com/collections/all/products/short-sleeve-unisex-t-shirt-11",1,1,0,1,1,0,1
"2024-10-27","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOoobqD8cSWU2epwRHv_jfFq9XtY2EDljFc2nGXCHvZHBxWAmLsWZ",1,1,0,1,1,0,1
"2024-10-27","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOopHNErwcYm5tp4udejcttrqWlnpHZEbZrPFDG2IIY7pY8eIlEvs",1,1,0,1,1,0,1
"2024-10-27","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOorX1v1WOPzlPdMUpZdzSsmI5o1vFfAzLnVyZ5rsSBsq2n7loX1G",1,1,0,1,1,0,1
"2024-10-27","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOoogxDSzRBR7maJOHibhgIvVDOKDbg0VDl-gDrLSKBFJIgSGSiVp",1,1,0,1,1,0,1
"2024-10-27","/pages/tree","Custom Page","https://lonelyfloater.com/pages/tree",1,0,23,3,3,0,1
"2024-10-27","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOoo_qmUMHRHtiAmJnLmj9lXoUBFwJqDkpIHL-K-_KO6WUqt64hp5",1,1,0,1,1,0,1
"2024-10-28","/pages/music-videos-x-visuals","Custom Page","https://lonelyfloater.com/pages/music-videos-x-visuals?srsltid=AfmBOor0Wcq3_O-EiC-tdbvAQB0NVlqs3jkwuSl054T5nqm15KQC87vo",1,1,0,1,1,0,1
"2024-10-28","/pages/privacy-policy","Custom Page","https://lonelyfloater.com/pages/privacy-policy",1,1,0,1,1,0,1
"2024-10-28","/pages/talent","Custom Page","https://lonelyfloater.com/pages/talent",1,1,0,1,1,0,1
"2024-10-28","/pages/interviews","Custom Page","https://lonelyfloater.com/pages/interviews",1,1,0,1,1,0,1
